"Query","Match","HMDB","PubChem","ChEBI","KEGG","METLIN","SMILES","Comment"
"HMDB0001545","Pyridoxal","HMDB0001545","1050","17310","C00250","6312","CC1=NC=C(CO)C(C=O)=C1O","1"
"HMDB0001546","CDP","HMDB0001546","6132","17239","C00112","6313","NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](COP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O","1"
"HMDB0001551","Palmitaldehyde","HMDB0001551","984","17600","C00517","6317","CCCCCCCCCCCCCCCC=O","1"
"HMDB0001552","2-Keto-glutaramic acid","HMDB0001552","48","30882","C00940","6318","NC(=O)CCC(=O)C(O)=O","1"
"HMDB0001555","Pyridoxamine 5'-phosphate","HMDB0001555","1053","18335","C00647",NA,"CC1=NC=C(COP(O)(O)=O)C(CN)=C1O","1"
"HMDB0001562","Folinic acid","HMDB0001562","149436","63606","C03479","6323","NC1=NC(=O)C2=C(NC[C@H](CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)N2C=O)N1","1"
"HMDB0001564","CDP-Ethanolamine","HMDB0001564","123727","16732","C00570","3538","NCCOP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=CC(N)=NC1=O","1"
"HMDB0001565","Phosphorylcholine","HMDB0001565","1014","18132","C00588","6326","C[N+](C)(C)CCOP(O)(O)=O","1"
"HMDB0001586","Glucose 1-phosphate","HMDB0001586","65533","29042","C00103","6331","OC[C@H]1O[C@H](OP(O)(O)=O)[C@H](O)[C@@H](O)[C@@H]1O","1"
"HMDB0001644","D-Xylulose","HMDB0001644","12358757","17140","C00310","6333","OC[C@@]1(O)OC[C@@H](O)[C@@H]1O","1"
"HMDB0001659","Propan-2-one","HMDB0001659","180","15347","C00207","3745","CC(C)=O","1"
"HMDB0001830","Progesterone","HMDB0001830","5994","17026","C00410","402","CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C","1"
"HMDB0001846","Tetrahydrofolic acid","HMDB0001846","91443","20506","C00101","714","NC1=NC(=O)C2=C(NC[C@H](CNC3=CC=C(C=C3)C(=O)NC(CCC(O)=O)C(O)=O)N2)N1","1"
"HMDB0001851","L-Arabitol","HMDB0001851","439255","18403","C00532","141","OC[C@H](O)C(O)[C@@H](O)CO","1"
"HMDB0001852","All-trans-retinoic acid","HMDB0001852","444795","15367","C00777","2277","CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C(=O)O)/C)/C","1"
"HMDB0001855","5-Hydroxytryptophol","HMDB0001855","9061",NA,NA,"5730","OCCC1=CNC2=CC=C(O)C=C12","1"
"HMDB0001858","p-Cresol","HMDB0001858","2879","17847","C01468","4236","CC1=CC=C(O)C=C1","1"
"HMDB0001859","Acetaminophen","HMDB0001859","1983","46195","C06804","6353","CC(=O)NC1=CC=C(O)C=C1","1"
"HMDB0001870","Benzoic acid","HMDB0001870","243","30746","C00539","1297","OC(=O)C1=CC=CC=C1","1"
"HMDB0001875","Methanol","HMDB0001875","887","17790","C00132","4201","CO","1"
"HMDB0001881","Propylene glycol","HMDB0001881","259994","28972","C02912","3220","CC(CO)O","1"
"HMDB0001890","Acetylcysteine","HMDB0001890","12035","28939","C06809","784","CC(=O)N[C@@H](CS)C(O)=O","1"
"HMDB0001893","Alpha-Tocopherol","HMDB0001893","14985","18145","C02477","6376","CC1=C(C(=C2CC[C@@](OC2=C1C)(C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C)O","1"
"HMDB0001896","5-Methoxytryptophol","HMDB0001896","12835","114833",NA,NA,"COC1=CC=C2NC=C(CCO)C2=C1","1"
"HMDB0001903","Calcitriol","HMDB0001903","5280453","17823","C01673","6382","C[C@H](CCCC(C)(C)O)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](C[C@@H](C3=C)O)O)C","1"
"HMDB0001913","Omeprazole","HMDB0001913","4594","77260","C07324","1632","COC1=CC2=C(C=C1)N=C(N2)S(=O)CC1=NC=C(C)C(OC)=C1C","1"
"HMDB0001958","Pristanal","HMDB0001958","14671060","49189",NA,"6402","CC(C)CCCC(C)CCCC(C)CCCC(C)C=O","1"
"HMDB0001967","Carbon dioxide","HMDB0001967","280","16526","C00011","3199","O=C=O","1"
"HMDB0001993","7a-Hydroxy-cholestene-3-one","HMDB0001993","123743","17899","C05455","6419","C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H](CC4=CC(=O)CC[C@]34C)O)C","1"
"HMDB0001999","Eicosapentaenoic acid","HMDB0001999","446284","28364","C06428","6423","CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O","1"
"HMDB0002003","Tetracosanoic acid","HMDB0002003","11197","28866","C08320","6427","CCCCCCCCCCCCCCCCCCCCCCCC(=O)O","1"
"HMDB0002013","Butyrylcarnitine","HMDB0002013","439829",NA,"C02862","6436","CCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C","1"
"HMDB0002018","NA","NA","NA","NA","NA","NA","NA","0"
"HMDB0002022","N(1)-(5-Phospho-D-ribosyl)glycinamide","HMDB0002022","5459918","18349","C03838",NA,"NCC(=O)N[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O","1"
"HMDB0002024","Imidazoleacetic acid","HMDB0002024","96215","16974","C02835","6445","OC(=O)CC1=CN=CN1","1"
"HMDB0002029","NA","NA","NA","NA","NA","NA","NA","0"
"HMDB0002031","Ureidoisobutyric acid","HMDB0002031","88558720","1670","C05100",NA,"C[C@@H](CNC(N)=O)C(O)=O","1"
"HMDB0002035","4-Hydroxycinnamic acid","HMDB0002035","637542","32374","C00811","6450","OC(=O)\C=C\C1=CC=C(O)C=C1","1"
"HMDB0002052","NA","NA","NA","NA","NA","NA","NA","0"
"HMDB0002054","Tiglyl-CoA","HMDB0002054","6443760","15478","C03345","448","C/C=C(\C)/C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O","1"
"HMDB0002057","Pristanoyl-CoA","HMDB0002057","441253","51341","C07297","6464","CC(C)CCCC(C)CCCC(C)CCC(=O)C(C)C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O","1"
"HMDB0002059","Sabinic acid","HMDB0002059","79034","39567","C08317","6465","O=C(O)CCCCCCCCCCCO","1"
"HMDB0002062","Norepinephrine sulfate","HMDB0002062","123747","90022",NA,NA,"C1=CC(=C(C=C1[C@H](CN)O)O)OS(=O)(=O)O","1"
"HMDB0002064","N-Acetylputrescine","HMDB0002064","122356","17768","C02714","3252","CC(=O)NCCCCN","1"
"HMDB0002065","6-Lactoyltetrahydropterin","HMDB0002065","169508","17248","C04244","6468","CC(O)C(=O)C1CNC2=C(N1)C(=O)NC(N)=N2","1"
"HMDB0002068","Erucic acid","HMDB0002068","5281116","28792","C08316","6470","CCCCCCCC/C=C\CCCCCCCCCCCC(=O)O","1"
"HMDB0002070","4-Hydroxy-2-oxoglutaric acid","HMDB0002070","599","30923","C01127","6471","OC(CC(=O)C(O)=O)C(O)=O","1"
"HMDB0002092","Itaconic acid","HMDB0002092","811","30838","C00490","6483","C=C(CC(=O)O)C(=O)O","1"
"HMDB0002095","Malonylcarnitine","HMDB0002095","22833583","86047",NA,"6484","C[N+](C)(C)C[C@H](CC(=O)[O-])OC(=O)CC(=O)O","1"
"HMDB0002103","27-Hydroxycholesterol","HMDB0002103","17396601","387060","C06340","6487","C[C@H](CCC[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)CO","1"
"HMDB0002104","L-Glutamic gamma-semialdehyde","HMDB0002104","193305","17232","C01165","6488","N[C@@H](CCC=O)C(O)=O","1"
"HMDB0002111","Water","HMDB0002111","962","15377","C00001","3194","O","1"
"HMDB0002152","11-cis-Retinaldehyde","HMDB0002152","6436079","16066","C02110","6513","CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C\C(=C\C=O)\C)/C","1"
"HMDB0002158","Coproporphyrinogen I","HMDB0002158","440776","28607","C05768","6516","CC1=C2CC3=C(CCC(O)=O)C(C)=C(CC4=C(CCC(O)=O)C(C)=C(CC5=C(CCC(O)=O)C(C)=C(CC(N2)=C1CCC(O)=O)N5)N4)N3","1"
"HMDB0002159","3a,7a-Dihydroxy-5b-cholestanoyl-CoA","HMDB0002159","440420","15494","C04644","6517","CC(CCCC(C)C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O)C4CCC5[C@@]4(CCC6C5[C@@H](C[C@H]7[C@@]6(CC[C@H](C7)O)C)O)C","1"
"HMDB0002166","(S)-b-aminoisobutyric acid","HMDB0002166","439434","33094","C03284","6520","C[C@@H](CN)C(=O)O","1"
"HMDB0002168","Superoxide","HMDB0002168","5359597","18421","C00704",NA,"[O][O-]","1"
"HMDB0002177","Cis-8,11,14,17-Eicosatetraenoic acid","HMDB0002177","11722594","71488",NA,NA,"CC/C=C\C/C=C\C/C=C\C/C=C\CCCCCCC(=O)O","1"
"HMDB0002179","Peroxynitrite","HMDB0002179","123349","25942","C16845",NA,"OON=O","1"
"HMDB0002183","Docosahexaenoic acid","HMDB0002183","445580","28125","C06429","3457","CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O","1"
"HMDB0002190","5,6-Epoxy-8,11,14-eicosatrienoic acid","HMDB0002190","5283202","34450","C14768",NA,"CCCCC/C=C\C/C=C\C/C=C\CC1C(O1)CCCC(=O)O","1"
"HMDB0002200","Leukotriene E4","HMDB0002200","5280879","15650","C05952","3536","CCCCC/C=C\C/C=C\C=C\C=C\[C@H]([C@H](CCCC(=O)O)O)SCC(C(=O)O)N","1"
"HMDB0002208","Cholestane-3,7,12,24,25-pentol","HMDB0002208","6453659",NA,NA,NA,"C[C@H](CC[C@@H](C(C)(C)O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C","1"
"HMDB0002212","Arachidic acid","HMDB0002212","10467","28822","C06425","401","CCCCCCCCCCCCCCCCCCCC(=O)O","1"
"HMDB0002226","Adrenic acid","HMDB0002226","5497181","53487","C16527","6560","CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)O","1"
"HMDB0002231","Eicosenoic acid","HMDB0002231","5282768","32425","C16526","6563","CCCCCCCC/C=C\CCCCCCCCCC(=O)O","1"
"HMDB0002232","8,9-Epoxyeicosatrienoic acid","HMDB0002232","5283203","34490","C14769",NA,"CCCCC/C=C\C/C=C\CC1C(O1)C/C=C\CCCC(=O)O","1"
"HMDB0002240","NA","NA","NA","NA","NA","NA","NA","0"
"HMDB0002243","Picolinic acid","HMDB0002243","1018","28747","C10164",NA,"OC(=O)C1=CC=CC=N1","1"
"HMDB0002250","Dodecanoylcarnitine","HMDB0002250","168381","77086",NA,"6573","CCCCCCCCCCCC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C","1"
"HMDB0002255","R-Methylmalonyl-CoA","HMDB0002255","22833590",NA,"C01213","6577","C[C@H](C(=O)O)C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O","1"
"HMDB0002259","Heptadecanoic acid","HMDB0002259","10465","32365",NA,"6578","CCCCCCCCCCCCCCCCC(=O)O","1"
"HMDB0002275","7,8-Dihydroneopterin","HMDB0002275","65074","17001","C04874","6588","NC1=NC(=O)C2=C(NCC(=N2)[C@H](O)[C@H](O)CO)N1","1"
"HMDB0002281","4a-Hydroxytetrahydrobiopterin","HMDB0002281","135476770","15642","C15522","6591","[H][C@@]1(CNC2=NC(N)=NC(=O)[C@]2(O)N1)[C@@H](O)[C@H](C)O","1"
"HMDB0002287","L-Homocysteine thiolactone","HMDB0002287","134505",NA,NA,"6594","NC1CCSC1=O","1"
"HMDB0002309","NA","NA","NA","NA","NA","NA","NA","0"
"HMDB0002310","S-Methylmalonyl-CoA","HMDB0002310","21252287",NA,"C00683","6609","C[C@@H](C(=O)O)C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OCC1[C@H]([C@H](C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O","1"
"HMDB0002325","NA","NA","NA","NA","NA","NA","NA","0"
"HMDB0002329","Oxalic acid","HMDB0002329","971","16995","C00209","113","OC(=O)C(O)=O","1"
"HMDB0002345","Heneicosanoic acid","HMDB0002345","16898","39248",NA,"4208","CCCCCCCCCCCCCCCCCCCCC(=O)O","1"
"HMDB0002356","Hexacosanoic acid","HMDB0002356","10469","31009",NA,"6642","CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)O","1"
"HMDB0002368","Nervonic acid","HMDB0002368","5281120","44247","C08323","262","CCCCCCCC/C=C\CCCCCCCCCCCCCC(=O)O","1"
"HMDB0002474","NA","NA","NA","NA","NA","NA","NA","0"
"HMDB0002520","Beta-Glycerophosphoric acid","HMDB0002520","2526","17270","C02979","6708","C(C(CO)OP(=O)(O)O)O","1"
"HMDB0002596","Deoxycholic acid 3-glucuronide","HMDB0002596","53477755",NA,"C03033","6721","C[C@H](CCC(=O)O)C1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)OC5[C@@H]([C@H]([C@@H]([C@H](O5)C(=O)O)O)O)O)C)O)C","1"
"HMDB0002656","Prostaglandin A1","HMDB0002656","5281912","15545","C04685","407","CCCCC[C@@H](/C=C/[C@H]1C=CC(=O)[C@@H]1CCCCCCC(=O)O)O","1"
"HMDB0002664","Prostaglandin E3","HMDB0002664","5280937","28031","C06439","3494","CC/C=C\C[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O)O","1"
"HMDB0002666","Thiamine monophosphate","HMDB0002666","3382778","37574","C01081","3488","CC1=C(CCOP(O)([O-])=O)SC=[N+]1CC1=CN=C(C)N=C1N","1"
"HMDB0002685","Prostaglandin F1a","HMDB0002685","5280939","28852","C06475","3503","CCCCC[C@@H](/C=C/[C@H]1[C@@H](C[C@@H]([C@@H]1CCCCCCC(=O)O)O)O)O","1"
"HMDB0002694","NA","NA","NA","NA","NA","NA","NA","0"
"HMDB0002710","Prostaglandin J2","HMDB0002710","5280884","27485","C05957","3464","CCCCC[C@@H](/C=C/[C@@H]1[C@H](C=CC1=O)C/C=C\CCCC(=O)O)O","1"
"HMDB0002719","Desmosterol","HMDB0002719","439577","17737","C01802","423","C[C@H](CCC=C(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C","1"
"HMDB0002722","NA","NA","NA","NA","NA","NA","NA","0"
"HMDB0002752","Prostaglandin A2","HMDB0002752","5280880","27820","C05953","3465","CCCCC[C@@H](/C=C/[C@H]1C=CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O","1"
"HMDB0002757","Cysteic acid","HMDB0002757","25701","21260","C00506","332","NC(CS(O)(=O)=O)C(O)=O","1"
"HMDB0002786","Nitrite","HMDB0002786","24529","25567","C00088","3201","ON=O","1"
"HMDB0002815","LysoPC(18:1(9Z))","HMDB0002815","16081932",NA,"C04230","184","CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O","1"
"HMDB0002817","N-Acetylglucosamine 6-phosphate","HMDB0002817","439219",NA,NA,"3429","CC(=O)N[C@H]1[C@@H](O)O[C@H](COP(O)(O)=O)[C@@H](O)[C@@H]1O","1"
"HMDB0002818","Alloxan","HMDB0002818","5781","76451","C07599","252","O=C1NC(=O)C(=O)C(=O)N1","1"
"HMDB0002820","Methylimidazoleacetic acid","HMDB0002820","75810","1606","C05828","3774","CN1C=C(N=C1)CC(=O)O","1"
"HMDB0002823","Docosatrienoic acid","HMDB0002823","5312557","1038735",NA,"195","CC/C=C\C/C=C\C/C=C\CCCCCCCCCCCC(=O)O","1"
"HMDB0002829","Androsterone glucuronide","HMDB0002829","114833","28832","C11135","2796","C[C@]12CC[C@H](C[C@@H]1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CCC4=O)C)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)C(=O)O)O)O)O","1"
"HMDB0002833","Testosterone sulfate","HMDB0002833","119207","84094",NA,"3558","C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2OS(=O)(=O)O)CCC4=CC(=O)CC[C@]34C","1"
"HMDB0002845","Hexanoyl-CoA","HMDB0002845","449118","27540","C05270","459","CCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O","1"
"HMDB0002884","Cetoleic acid","HMDB0002884","5282771","32428",NA,"261","CCCCCCCCCC/C=C\CCCCCCCCCC(=O)O","1"
"HMDB0002886","6-Keto-prostaglandin F1a","HMDB0002886","5280888","28158","C05961","6782","CCCCC[C@@H](/C=C/[C@H]1[C@@H](C[C@@H]([C@@H]1CC(=O)CCCCC(=O)O)O)O)O","1"
"HMDB0002916","4-Nitrocatechol","HMDB0002916","3505109","16318","C02235",NA,"OC1=C(O)C=C(C=C1)[N+]([O-])=O","1"
"HMDB0002917","Xylitol","HMDB0002917","6912","17151","C00379",NA,"OC[C@H](O)[C@@H](O)[C@H](O)CO","1"
"HMDB0002925","8,11,14-Eicosatrienoic acid","HMDB0002925","5280581","53486","C03242","259","CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)O","1"
"HMDB0002961","Dihydrotestosterone","HMDB0002961","10635","16330","C03917","2789","C[C@]12CCC(=O)C[C@@H]1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@@H]4O)C","1"
"HMDB0002982","Prostaglandin B1","HMDB0002982","5280388","27624","C00959","408","CCCCC[C@@H](/C=C/C1=C(C(=O)CC1)CCCCCCC(=O)O)O","1"
"HMDB0002991","Cysteamine","HMDB0002991","6058","17141","C01678","3222","NCCS","1"
"HMDB0003034","Prostaglandin D3","HMDB0003034","5282260","34939","C13802","2560","CC/C=C\C[C@@H](/C=C/[C@@H]1[C@H]([C@H](CC1=O)O)C/C=C\CCCC(=O)O)O","1"
"HMDB0003052","Lactaldehyde","HMDB0003052","439231","18041","C00424","3214","C[C@H](O)C=O","1"
"HMDB0003069","20a-Dihydroprogesterone","HMDB0003069","92747","36729","C04042","2125","C[C@H]([C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C)O","1"
"HMDB0003073","Gamma-Linolenic acid","HMDB0003073","5280933","28661","C06426","386","CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)O","1"
"HMDB0003125","Hydrogen peroxide","HMDB0003125","784","16240","C00027",NA,"OO","1"
"HMDB0003141","Retinoyl b-glucuronide","HMDB0003141","5281877","28870","C11061","2280","CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C(=O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C(=O)O)O)O)O)/C)/C","1"
"HMDB0003193","Testosterone glucuronide","HMDB0003193","108192","28835","C11134","2794","C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)C(=O)O)O)O)O)CCC5=CC(=O)CC[C@]35C","1"
"HMDB0003224","Deoxyribose","HMDB0003224","22833604","28816","C01801","3258","OC[C@@H]1O[C@H](O)C[C@H]1O","1"
"HMDB0003229","Palmitoleic acid","HMDB0003229","5312427","28716","C08362","188","CCCCCC/C=C\CCCCCCCC(=O)O","1"
"HMDB0003231","Vaccenic acid","HMDB0003231","5281127","28727","C08367","3407","CCCCCC/C=C/CCCCCCCCCC(=O)O","1"
"HMDB0003290","Gulonic acid","HMDB0003290","152304","87753","C00800","344","OC[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O)C(O)=O","1"
"HMDB0003335","IDP","HMDB0003335","644173","17808","C00104","6892","O[C@@H]1[C@@H](COP(O)(=O)OP(O)(O)=O)OC([C@@H]1O)N1C=NC2=C1NC=NC2=O","1"
"HMDB0003337","Oxidized glutathione","HMDB0003337","65359","17858","C00127","6893","N[C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H](N)C(O)=O)C(=O)NCC(O)=O)C(=O)NCC(O)=O)C(O)=O","1"
"HMDB0003344","Glycolaldehyde","HMDB0003344","756","17071","C00266","3205","OCC=O","1"
"HMDB0003349","L-Dihydroorotic acid","HMDB0003349","439216","17025","C00337","6899","OC(=O)[C@@H]1CC(=O)NC(=O)N1","1"
"HMDB0003357","N-Acetylornithine","HMDB0003357","439232","16543","C00437",NA,"CC(=O)N[C@@H](CCCN)C(O)=O","1"
"HMDB0003362","Chitin","HMDB0003362","444514","71404","C00461","6903","CC(=O)N[C@H]1[C@H](O)O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3NC(C)=O)[C@H](O)[C@H]2NC(C)=O)[C@@H]1O","1"
"HMDB0003374","D-Ornithine","HMDB0003374","71082","16176","C00515","6910","NCCC[C@@H](N)C(O)=O","1"
"HMDB0003375","D-Limonene","HMDB0003375","439250","15383","C06099","6911","CC1=CC[C@H](CC1)C(=C)C","1"
"HMDB0003377","Itaconyl-CoA","HMDB0003377","439254","15528","C00531",NA,"CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CC(=C)C(=O)O)O","1"
"HMDB0003378","Nitric oxide","HMDB0003378","145068","16480","C00533","6912","[N]=O","1"
"HMDB0003379","Triphosphate","HMDB0003379","983","39949","C02174","6913","OP(O)(=O)OP(O)(=O)OP(O)(O)=O","1"
"HMDB0003402","Pectin","HMDB0003402","441476","47954","C08348","6916","O[C@@H]1O[C@@H]([C@H](O)[C@H](O)[C@H]1O)C(O)=O","1"
"HMDB0003406","D-Serine","HMDB0003406","71077","16523","C00740","6920","N[C@H](CO)C(O)=O","1"
"HMDB0003411","D-Proline","HMDB0003411","8988","16313","C00763",NA,"OC(=O)[C@H]1CCCN1","1"
"HMDB0003416","D-Arginine","HMDB0003416","71070","15816","C00792","6924","N[C@H](CCCNC(N)=N)C(O)=O","1"
"HMDB0003418","D-Tagatose","HMDB0003418","14408225","49092","C00795","135","OC[C@@]1(O)OC[C@@H](O)[C@H](O)[C@@H]1O","1"
"HMDB0003419","Formyl-CoA","HMDB0003419","439313","15522","C00798",NA,"CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N)C(O)C(=O)NCCC(=O)NCCSC=O","1"
"HMDB0003459","D-Alanyl-D-alanine","HMDB0003459","5460362","16576","C00993","6937","C[C@@H](N)C(=O)N[C@H](C)C(O)=O","1"
"HMDB0003466","L-Gulonolactone","HMDB0003466","439373","17587","C01040",NA,"[H][C@@]1(OC(=O)[C@@H](O)[C@H]1O)[C@@H](O)CO","1"
"HMDB0003536","dIDP","HMDB0003536","439488","28823","C01344",NA,"O[C@H]1C[C@@H](O[C@@H]1CO[P@@](O)(=O)OP(O)(O)=O)N1C=NC2=C1NC=NC2=O","1"
"HMDB0003550","Calcidiol","HMDB0003550","5283731","17933","C01561","6949","C[C@H](CCCC(C)(C)O)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](CCC3=C)O)C","1"
"HMDB0003555","Vitamin K1","HMDB0003555","5280483","583972","C05850","6952","CC1=C(C(=O)C2=CC=CC=C2C1=O)C/C=C(\C)/CCCC(C)CCCC(C)CCCC(C)C","1"
"HMDB0003571","Lauroyl-CoA","HMDB0003571","165436","15521","C01832","6959","CCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O","1"
"HMDB0003634","Perillyl alcohol","HMDB0003634","10819","15420","C02452","6969","CC(=C)C1CCC(=CC1)CO","1"
"HMDB0003667","Alpha-Pinene-oxide","HMDB0003667","91508","29060","C02759","6974","CC1(C2CC1C3(C(C2)O3)C)C","1"
"HMDB0003681","4-Acetamidobutanoic acid","HMDB0003681","18189","17645","C02946",NA,"CC(=O)NCCCC(O)=O","1"
"HMDB0003759","5a-Pregnane-3,20-dione","HMDB0003759","92810","28952","C03681","6981","CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(CCC(=O)C4)C)C","1"
"HMDB0003763","NA","NA","NA","NA","NA","NA","NA","0"
"HMDB0003767","4-Hydroxyphenylacetaldehyde","HMDB0003767","440113","15621","C03765",NA,"OC1=CC=C(CC=O)C=C1","1"
"HMDB0003791","3,4-Dihydroxyphenylacetaldehyde","HMDB0003791","119219","27978","C04043",NA,"OC1=C(O)C=C(CC=O)C=C1","1"
"HMDB0003871","13-L-Hydroperoxylinoleic acid","HMDB0003871","6437847","15655","C04717",NA,"CCCCC[C@@H](/C=C/C=C\CCCCCCCC(=O)O)OO","1"
"HMDB0003873","3a,7a,12a-Trihydroxy-5b-cholestanoic acid","HMDB0003873","23657849","48043","C04722","6986","C[C@H](CCC[C@@H](C)C(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C","1"
"HMDB0003892","(S)-N-Methylsalsolinol","HMDB0003892","124148",NA,NA,NA,"C[C@@H]1N(C)CCC2=CC(O)=C(O)C=C12","1"
"HMDB0003896","7-Dehydrodesmosterol","HMDB0003896","440558","27910","C05107",NA,"C[C@H](CCC=C(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3C2=CC=C4[C@@]3(CC[C@@H](C4)O)C)C","1"
"HMDB0003905","Imidazole-4-acetaldehyde","HMDB0003905","150841","27398","C05130",NA,"O=CCC1=CN=CN1","1"
"HMDB0003934","(S)-3-Hydroxytetradecanoyl-CoA","HMDB0003934","440602","27466","C05260",NA,"CCCCCCCCCCC[C@@H](CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O)O","1"
