metabs,BIGG,HMDB_comp,name,formula,formula_det,inchi,super_class,class,sub_class,CID
HMDB0004258,arachcoa_c,HMDB0004258_c,Arachidoyl Coenzyme A,C41H70N7O17P3S,[H]O[C@@]([H])(C(=O)N([H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])SC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])OP([O-])(=O)OP([O-])(=O)OC([H])([H])[C@@]1([H])O[C@@]([H])(N2C([H])=NC3=C(N=C([H])N=C23)N([H])[H])[C@]([H])(O[H])[C@]1([H])OP([O-])([O-])=O,"InChI=1S/C41H74N7O17P3S/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-32(50)69-25-24-43-31(49)22-23-44-39(53)36(52)41(2,3)27-62-68(59,60)65-67(57,58)61-26-30-35(64-66(54,55)56)34(51)40(63-30)48-29-47-33-37(42)45-28-46-38(33)48/h28-30,34-36,40,51-52H,4-27H2,1-3H3,(H,43,49)(H,44,53)(H,57,58)(H,59,60)(H2,42,45,46)(H2,54,55,56)/p-4/t30-,34-,35-,36+,40-/m1/s1",Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,NA
HMDB0004258,arachcoa_x,HMDB0004258_x,Arachidoyl Coenzyme A,C41H70N7O17P3S,[H]O[C@@]([H])(C(=O)N([H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])SC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])OP([O-])(=O)OP([O-])(=O)OC([H])([H])[C@@]1([H])O[C@@]([H])(N2C([H])=NC3=C(N=C([H])N=C23)N([H])[H])[C@]([H])(O[H])[C@]1([H])OP([O-])([O-])=O,"InChI=1S/C41H74N7O17P3S/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-32(50)69-25-24-43-31(49)22-23-44-39(53)36(52)41(2,3)27-62-68(59,60)65-67(57,58)61-26-30-35(64-66(54,55)56)34(51)40(63-30)48-29-47-33-37(42)45-28-46-38(33)48/h28-30,34-36,40,51-52H,4-27H2,1-3H3,(H,43,49)(H,44,53)(H,57,58)(H,59,60)(H2,42,45,46)(H2,54,55,56)/p-4/t30-,34-,35-,36+,40-/m1/s1",Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,NA
HMDB0004258,arachcoa_m,HMDB0004258_m,Arachidoyl Coenzyme A,C41H70N7O17P3S,[H]O[C@@]([H])(C(=O)N([H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])SC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])OP([O-])(=O)OP([O-])(=O)OC([H])([H])[C@@]1([H])O[C@@]([H])(N2C([H])=NC3=C(N=C([H])N=C23)N([H])[H])[C@]([H])(O[H])[C@]1([H])OP([O-])([O-])=O,"InChI=1S/C41H74N7O17P3S/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-32(50)69-25-24-43-31(49)22-23-44-39(53)36(52)41(2,3)27-62-68(59,60)65-67(57,58)61-26-30-35(64-66(54,55)56)34(51)40(63-30)48-29-47-33-37(42)45-28-46-38(33)48/h28-30,34-36,40,51-52H,4-27H2,1-3H3,(H,43,49)(H,44,53)(H,57,58)(H,59,60)(H2,42,45,46)(H2,54,55,56)/p-4/t30-,34-,35-,36+,40-/m1/s1",Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,NA
HMDB0004258,arachcoa_e,HMDB0004258_e,Arachidoyl Coenzyme A,C41H70N7O17P3S,[H]O[C@@]([H])(C(=O)N([H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])SC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])OP([O-])(=O)OP([O-])(=O)OC([H])([H])[C@@]1([H])O[C@@]([H])(N2C([H])=NC3=C(N=C([H])N=C23)N([H])[H])[C@]([H])(O[H])[C@]1([H])OP([O-])([O-])=O,"InChI=1S/C41H74N7O17P3S/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-32(50)69-25-24-43-31(49)22-23-44-39(53)36(52)41(2,3)27-62-68(59,60)65-67(57,58)61-26-30-35(64-66(54,55)56)34(51)40(63-30)48-29-47-33-37(42)45-28-46-38(33)48/h28-30,34-36,40,51-52H,4-27H2,1-3H3,(H,43,49)(H,44,53)(H,57,58)(H,59,60)(H2,42,45,46)(H2,54,55,56)/p-4/t30-,34-,35-,36+,40-/m1/s1",Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,NA
HMDB0004259,fna5moxam_e,HMDB0004259_e,Formyl-N-Acetyl-5-Methoxykynurenamine,C13H16N2O4,[H]N(C([H])=O)C1=C(C([H])=C(OC([H])([H])[H])C([H])=C1[H])C(=O)C([H])([H])C([H])([H])N([H])C(=O)C([H])([H])[H],"InChI=1S/C13H16N2O4/c1-9(17)14-6-5-13(18)11-7-10(19-2)3-4-12(11)15-8-16/h3-4,7-8H,5-6H2,1-2H3,(H,14,17)(H,15,16)",Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,171161
HMDB0004259,fna5moxam_c,HMDB0004259_c,Formyl-N-Acetyl-5-Methoxykynurenamine,C13H16N2O4,[H]N(C([H])=O)C1=C(C([H])=C(OC([H])([H])[H])C([H])=C1[H])C(=O)C([H])([H])C([H])([H])N([H])C(=O)C([H])([H])[H],"InChI=1S/C13H16N2O4/c1-9(17)14-6-5-13(18)11-7-10(19-2)3-4-12(11)15-8-16/h3-4,7-8H,5-6H2,1-2H3,(H,14,17)(H,15,16)",Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,171161
HMDB0004264,C14771_c,HMDB0004264_c,"14,15-Epoxy-5,8,11-Eicosatrienoic Acid",C20H31O3,[H]\C(=C(/[H])C([H])([H])C(\[H])=C(\[H])C([H])([H])C1([H])OC1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])=C([H])C([H])([H])C([H])([H])C([H])([H])C([O-])=O,"InChI=1/C20H32O3/c1-2-3-12-15-18-19(23-18)16-13-10-8-6-4-5-7-9-11-14-17-20(21)22/h4,6-7,9-10,13,18-19H,2-3,5,8,11-12,14-17H2,1H3,(H,21,22)/p-1/b6-4-,9-7+,13-10-",Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,NA
HMDB0004264,C14771_e,HMDB0004264_e,"14,15-Epoxy-5,8,11-Eicosatrienoic Acid",C20H31O3,[H]\C(=C(/[H])C([H])([H])C(\[H])=C(\[H])C([H])([H])C1([H])OC1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])=C([H])C([H])([H])C([H])([H])C([H])([H])C([O-])=O,"InChI=1/C20H32O3/c1-2-3-12-15-18-19(23-18)16-13-10-8-6-4-5-7-9-11-14-17-20(21)22/h4,6-7,9-10,13,18-19H,2-3,5,8,11-12,14-17H2,1H3,(H,21,22)/p-1/b6-4-,9-7+,13-10-",Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,NA
HMDB0004362,CE2006_e,HMDB0004362_e,4-Hydroxy-2-Nonenal,C9H16O2,[H]OC([H])(C([H])=C([H])C([H])=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],"InChI=1/C9H16O2/c1-2-3-4-6-9(11)7-5-8-10/h5,7-9,11H,2-4,6H2,1H3",Lipids and lipid-like molecules,Fatty Acyls,Fatty alcohols,5283344
HMDB0004362,CE2006_c,HMDB0004362_c,4-Hydroxy-2-Nonenal,C9H16O2,[H]OC([H])(C([H])=C([H])C([H])=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],"InChI=1/C9H16O2/c1-2-3-4-6-9(11)7-5-8-10/h5,7-9,11H,2-4,6H2,1H3",Lipids and lipid-like molecules,Fatty Acyls,Fatty alcohols,5283344
HMDB0004385,C06314_e,HMDB0004385_e,Lipoxin A4,C20H31O5,[H]O[C@]([H])(C([H])=C([H])C(\[H])=C(\[H])/C(/[H])=C(\[H])/C(/[H])=C(\[H])[C@@]([H])(O[H])[C@@]([H])(O[H])C([H])([H])C([H])([H])C([H])([H])C([O-])=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],"InChI=1/C20H32O5/c1-2-3-8-12-17(21)13-9-6-4-5-7-10-14-18(22)19(23)15-11-16-20(24)25/h4-7,9-10,13-14,17-19,21-23H,2-3,8,11-12,15-16H2,1H3,(H,24,25)/p-1/b6-4-,7-5+,13-9+,14-10+/t17-,18+,19-/s2",Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,24978519
HMDB0004385,C06314_c,HMDB0004385_c,Lipoxin A4,C20H31O5,[H]O[C@]([H])(C([H])=C([H])C(\[H])=C(\[H])/C(/[H])=C(\[H])/C(/[H])=C(\[H])[C@@]([H])(O[H])[C@@]([H])(O[H])C([H])([H])C([H])([H])C([H])([H])C([O-])=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],"InChI=1/C20H32O5/c1-2-3-8-12-17(21)13-9-6-4-5-7-10-14-18(22)19(23)15-11-16-20(24)25/h4-7,9-10,13-14,17-19,21-23H,2-3,8,11-12,15-16H2,1H3,(H,24,25)/p-1/b6-4-,7-5+,13-9+,14-10+/t17-,18+,19-/s2",Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,24978519
HMDB0004483,estroneglc_r,HMDB0004483_r,Estrone 3-Glucosiduronic Acid,C24H30O8,[H]OC(=O)[C@@]1([H])O[C@@]([H])(OC2=C([H])C3=C(C([H])=C2[H])[C@@]2([H])C([H])([H])C([H])([H])[C@@]4(C(=O)C([H])([H])C([H])([H])[C@@]4([H])[C@]2([H])C([H])([H])C3([H])[H])C([H])([H])[H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]1([H])O[H],"InChI=1S/C24H30O8/c1-24-9-8-14-13-5-3-12(10-11(13)2-4-15(14)16(24)6-7-17(24)25)31-23-20(28)18(26)19(27)21(32-23)22(29)30/h3,5,10,14-16,18-21,23,26-28H,2,4,6-9H2,1H3,(H,29,30)/t14-,15-,16+,18+,19+,20-,21+,23-,24+/m1/s1",Lipids and lipid-like molecules,Steroids and steroid derivatives,Steroidal glycosides,NA
HMDB0004483,estroneglc_e,HMDB0004483_e,Estrone 3-Glucosiduronic Acid,C24H30O8,[H]OC(=O)[C@@]1([H])O[C@@]([H])(OC2=C([H])C3=C(C([H])=C2[H])[C@@]2([H])C([H])([H])C([H])([H])[C@@]4(C(=O)C([H])([H])C([H])([H])[C@@]4([H])[C@]2([H])C([H])([H])C3([H])[H])C([H])([H])[H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]1([H])O[H],"InChI=1S/C24H30O8/c1-24-9-8-14-13-5-3-12(10-11(13)2-4-15(14)16(24)6-7-17(24)25)31-23-20(28)18(26)19(27)21(32-23)22(29)30/h3,5,10,14-16,18-21,23,26-28H,2,4,6-9H2,1H3,(H,29,30)/t14-,15-,16+,18+,19+,20-,21+,23-,24+/m1/s1",Lipids and lipid-like molecules,Steroids and steroid derivatives,Steroidal glycosides,NA
HMDB0004483,estroneglc_c,HMDB0004483_c,Estrone 3-Glucosiduronic Acid,C24H30O8,[H]OC(=O)[C@@]1([H])O[C@@]([H])(OC2=C([H])C3=C(C([H])=C2[H])[C@@]2([H])C([H])([H])C([H])([H])[C@@]4(C(=O)C([H])([H])C([H])([H])[C@@]4([H])[C@]2([H])C([H])([H])C3([H])[H])C([H])([H])[H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]1([H])O[H],"InChI=1S/C24H30O8/c1-24-9-8-14-13-5-3-12(10-11(13)2-4-15(14)16(24)6-7-17(24)25)31-23-20(28)18(26)19(27)21(32-23)22(29)30/h3,5,10,14-16,18-21,23,26-28H,2,4,6-9H2,1H3,(H,29,30)/t14-,15-,16+,18+,19+,20-,21+,23-,24+/m1/s1",Lipids and lipid-like molecules,Steroids and steroid derivatives,Steroidal glycosides,NA
HMDB0004484,ahandrostanglc_r,HMDB0004484_r,3Alpha-Hydroxy-5Beta-Androstan-17-One 3-Glucosiduronic Acid,C25H38O8,[H]OC(=O)[C@@]1([H])O[C@@]([H])(O[C@]2([H])C([H])([H])C([H])([H])[C@@]3(C([H])([H])[H])[C@]([H])(C([H])([H])C([H])([H])[C@@]4([H])[C@]5([H])C([H])([H])C([H])([H])C(=O)[C@@]5(C([H])([H])[H])C([H])([H])C([H])([H])[C@]34[H])C2([H])[H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]1([H])O[H],"InChI=1S/C25H38O8/c1-24-9-7-13(32-23-20(29)18(27)19(28)21(33-23)22(30)31)11-12(24)3-4-14-15-5-6-17(26)25(15,2)10-8-16(14)24/h12-16,18-21,23,27-29H,3-11H2,1-2H3,(H,30,31)/t12-,13-,14+,15+,16+,18+,19+,20-,21+,23-,24+,25+/m1/s1",Lipids and lipid-like molecules,Steroids and steroid derivatives,Steroidal glycosides,NA
HMDB0004484,ahandrostanglc_e,HMDB0004484_e,3Alpha-Hydroxy-5Beta-Androstan-17-One 3-Glucosiduronic Acid,C25H38O8,[H]OC(=O)[C@@]1([H])O[C@@]([H])(O[C@]2([H])C([H])([H])C([H])([H])[C@@]3(C([H])([H])[H])[C@]([H])(C([H])([H])C([H])([H])[C@@]4([H])[C@]5([H])C([H])([H])C([H])([H])C(=O)[C@@]5(C([H])([H])[H])C([H])([H])C([H])([H])[C@]34[H])C2([H])[H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]1([H])O[H],"InChI=1S/C25H38O8/c1-24-9-7-13(32-23-20(29)18(27)19(28)21(33-23)22(30)31)11-12(24)3-4-14-15-5-6-17(26)25(15,2)10-8-16(14)24/h12-16,18-21,23,27-29H,3-11H2,1-2H3,(H,30,31)/t12-,13-,14+,15+,16+,18+,19+,20-,21+,23-,24+,25+/m1/s1",Lipids and lipid-like molecules,Steroids and steroid derivatives,Steroidal glycosides,NA
HMDB0004484,ahandrostanglc_c,HMDB0004484_c,3Alpha-Hydroxy-5Beta-Androstan-17-One 3-Glucosiduronic Acid,C25H38O8,[H]OC(=O)[C@@]1([H])O[C@@]([H])(O[C@]2([H])C([H])([H])C([H])([H])[C@@]3(C([H])([H])[H])[C@]([H])(C([H])([H])C([H])([H])[C@@]4([H])[C@]5([H])C([H])([H])C([H])([H])C(=O)[C@@]5(C([H])([H])[H])C([H])([H])C([H])([H])[C@]34[H])C2([H])[H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]1([H])O[H],"InChI=1S/C25H38O8/c1-24-9-7-13(32-23-20(29)18(27)19(28)21(33-23)22(30)31)11-12(24)3-4-14-15-5-6-17(26)25(15,2)10-8-16(14)24/h12-16,18-21,23,27-29H,3-11H2,1-2H3,(H,30,31)/t12-,13-,14+,15+,16+,18+,19+,20-,21+,23-,24+,25+/m1/s1",Lipids and lipid-like molecules,Steroids and steroid derivatives,Steroidal glycosides,NA
HMDB0004666,C13856_e,HMDB0004666_e,2-Arachidonoylglycerol,C23H38O4,[H]OC([H])([H])C([H])(OC(=O)C([H])([H])C([H])([H])C([H])([H])C(\[H])=C(\[H])C([H])([H])C(\[H])=C(\[H])C([H])([H])C(\[H])=C(\[H])C([H])([H])C(\[H])=C(\[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])O[H],"InChI=1S/C23H38O4/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-23(26)27-22(20-24)21-25/h6-7,9-10,12-13,15-16,22,24-25H,2-5,8,11,14,17-21H2,1H3/b7-6-,10-9-,13-12-,16-15-",Lipids and lipid-like molecules,Endocannabinoids,NA,NA
HMDB0004666,C13856_c,HMDB0004666_c,2-Arachidonoylglycerol,C23H38O4,[H]OC([H])([H])C([H])(OC(=O)C([H])([H])C([H])([H])C([H])([H])C(\[H])=C(\[H])C([H])([H])C(\[H])=C(\[H])C([H])([H])C(\[H])=C(\[H])C([H])([H])C(\[H])=C(\[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])O[H],"InChI=1S/C23H38O4/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-23(26)27-22(20-24)21-25/h6-7,9-10,12-13,15-16,22,24-25H,2-5,8,11,14,17-21H2,1H3/b7-6-,10-9-,13-12-,16-15-",Lipids and lipid-like molecules,Endocannabinoids,NA,NA
HMDB0004673,C14770_e,HMDB0004673_e,"11,12-Epoxyeicosatrienoic Acid",C20H31O3,[H]C(=C([H])C([H])([H])C([H])([H])C([H])([H])C([O-])=O)C([H])([H])C(\[H])=C(\[H])C([H])([H])C1([H])OC1([H])C([H])([H])C(\[H])=C(\[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],"InChI=1/C20H32O3/c1-2-3-4-5-9-12-15-18-19(23-18)16-13-10-7-6-8-11-14-17-20(21)22/h6,8-10,12-13,18-19H,2-5,7,11,14-17H2,1H3,(H,21,22)/p-1/b8-6+,12-9-,13-10-",Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,NA
HMDB0004673,C14770_c,HMDB0004673_c,"11,12-Epoxyeicosatrienoic Acid",C20H31O3,[H]C(=C([H])C([H])([H])C([H])([H])C([H])([H])C([O-])=O)C([H])([H])C(\[H])=C(\[H])C([H])([H])C1([H])OC1([H])C([H])([H])C(\[H])=C(\[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],"InChI=1/C20H32O3/c1-2-3-4-5-9-12-15-18-19(23-18)16-13-10-7-6-8-11-14-17-20(21)22/h6,8-10,12-13,18-19H,2-5,7,11,14-17H2,1H3,(H,21,22)/p-1/b8-6+,12-9-,13-10-",Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,NA
HMDB0004701,C14825_e,HMDB0004701_e," 9,10-Epoxyoctadecenoic acid (9(10)-EpOME)",C18H31O3,[H]\C(=C(/[H])C([H])([H])[C@]1([H])O[C@]1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([O-])=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],"InChI=1S/C18H32O3/c1-2-3-4-5-7-10-13-16-17(21-16)14-11-8-6-9-12-15-18(19)20/h7,10,16-17H,2-6,8-9,11-15H2,1H3,(H,19,20)/p-1/b10-7-/t16-,17+/m0/s1",Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,NA
HMDB0004701,C14825_c,HMDB0004701_c," 9,10-Epoxyoctadecenoic acid (9(10)-EpOME)",C18H31O3,[H]\C(=C(/[H])C([H])([H])[C@]1([H])O[C@]1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([O-])=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],"InChI=1S/C18H32O3/c1-2-3-4-5-7-10-13-16-17(21-16)14-11-8-6-9-12-15-18(19)20/h7,10,16-17H,2-6,8-9,11-15H2,1H3,(H,19,20)/p-1/b10-7-/t16-,17+/m0/s1",Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,NA
HMDB0004702,C14826_c,HMDB0004702_c,"(9Z)-12,13-Epoxyoctadecenoic acid (12(13)-EpOME)",C18H31O3,[H]\C(=C(/[H])C([H])([H])C1([H])OC1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([O-])=O,"InChI=1/C18H32O3/c1-2-3-10-13-16-17(21-16)14-11-8-6-4-5-7-9-12-15-18(19)20/h8,11,16-17H,2-7,9-10,12-15H2,1H3,(H,19,20)/p-1/b11-8-",Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,NA
HMDB0004702,C14826_e,HMDB0004702_e,"(9Z)-12,13-Epoxyoctadecenoic acid (12(13)-EpOME)",C18H31O3,[H]\C(=C(/[H])C([H])([H])C1([H])OC1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([O-])=O,"InChI=1/C18H32O3/c1-2-3-10-13-16-17(21-16)14-11-8-6-4-5-7-9-12-15-18(19)20/h8,11,16-17H,2-7,9-10,12-15H2,1H3,(H,19,20)/p-1/b11-8-",Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,NA
HMDB0004704,CE2047_e,HMDB0004704_e,"9,10-Hydroxyoctadec-12(Z)-Enoate",C18H33O4,[H]OC([H])(C([H])([H])C(\[H])=C(\[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])(O[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([O-])=O,"InChI=1/C18H34O4/c1-2-3-4-5-7-10-13-16(19)17(20)14-11-8-6-9-12-15-18(21)22/h7,10,16-17,19-20H,2-6,8-9,11-15H2,1H3,(H,21,22)/p-1/b10-7-",Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,25320862
HMDB0004704,CE2047_c,HMDB0004704_c,"9,10-Hydroxyoctadec-12(Z)-Enoate",C18H33O4,[H]OC([H])(C([H])([H])C(\[H])=C(\[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])(O[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([O-])=O,"InChI=1/C18H34O4/c1-2-3-4-5-7-10-13-16(19)17(20)14-11-8-6-9-12-15-18(21)22/h7,10,16-17,19-20H,2-6,8-9,11-15H2,1H3,(H,21,22)/p-1/b10-7-",Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,25320862
HMDB0004705,CE2049_c,HMDB0004705_c,"12,13-Hydroxyoctadec-9(Z)-Enoate",C18H33O4,[H]OC([H])(C([H])([H])C(\[H])=C(\[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([O-])=O)C([H])(O[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],"InChI=1/C18H34O4/c1-2-3-10-13-16(19)17(20)14-11-8-6-4-5-7-9-12-15-18(21)22/h8,11,16-17,19-20H,2-7,9-10,12-15H2,1H3,(H,21,22)/p-1/b11-8-",Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,NA
HMDB0004705,CE2049_e,HMDB0004705_e,"12,13-Hydroxyoctadec-9(Z)-Enoate",C18H33O4,[H]OC([H])(C([H])([H])C(\[H])=C(\[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([O-])=O)C([H])(O[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],"InChI=1/C18H34O4/c1-2-3-10-13-16(19)17(20)14-11-8-6-4-5-7-9-12-15-18(21)22/h8,11,16-17,19-20H,2-7,9-10,12-15H2,1H3,(H,21,22)/p-1/b11-8-",Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,NA
HMDB0004936,HC02160_e,HMDB0004936_e,Gm2-Pool,X,[H]OC(=O)[C@]1(O[C@]2([H])[C@@]([H])(O[H])[C@]([H])(O[C@@]3([H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]([H])(OC([H])([H])[C@]([H])(N([H])C([*])=O)[C@]([H])(O[H])C(\[H])=C(/[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])O[C@]3([H])C([H])([H])O[H])O[C@]([H])(C([H])([H])O[H])[C@]2([H])O[C@]2([H])O[C@]([H])(C([H])([H])O[H])[C@]([H])(O[H])[C@]([H])(O[H])[C@@]2([H])N([H])C(=O)C([H])([H])[H])O[C@@]([H])([C@]([H])(O[H])[C@]([H])(O[H])C([H])([H])O[H])[C@]([H])(N([H])C(=O)C([H])([H])[H])[C@@]([H])(O[H])C1([H])[H],unknown,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids,20057333
HMDB0004936,gm2_hs_c,HMDB0004936_c,N-Acetyl-Beta-D-Galactosaminyl-(1->4)-[Alpha-N-Acetylneuraminosyl-(2->3)]-Beta-D-Galactosyl-Beta-D-Glucosyl-(1<->1)-Ceramide Anion,C49H85N3O25FULLRCO,[H]OC([H])([H])[C@@]([H])(O[H])[C@@]([H])(O[H])[C@]1([H])O[C@@](O[C@]2([H])[C@@]([H])(O[H])[C@]([H])(O[C@@]3([H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]([H])(OC([H])([H])[C@]([H])(N([H])C([*])=O)[C@]([H])(O[H])C(\[H])=C(/[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])O[C@]3([H])C([H])([H])O[H])O[C@]([H])(C([H])([H])O[H])[C@]2([H])O[C@]2([H])O[C@]([H])(C([H])([H])O[H])[C@]([H])(O[H])[C@]([H])(O[H])[C@@]2([H])N([H])C(=O)C([H])([H])[H])(C([O-])=O)C([H])([H])[C@]([H])(O[H])[C@@]1([H])N([H])C(=O)C([H])([H])[H],unknown,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids,20057333
